Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mitotic spindle organization (GO:0007052)	18/157	2.285340e-17	1.439764e-14	0	0	2.183287e+01	8.365796e+02	BUB1B;KIF11;NDC80;CDC20;TPX2;KIFC1;CENPI;STMN1;CENPK;CENPM;KNTC1;CENPN;CENPP;CENPQ;DLGAP5;SPC24;MAD2L1;SPC25
GO_Biological_Process_2021	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	16/128	3.679353e-16	1.158996e-13	0	0	2.371309e+01	8.427304e+02	BUB1B;KIF11;NDC80;CDC20;CENPI;STMN1;CENPK;CENPM;KNTC1;CENPN;CENPP;CENPQ;DLGAP5;SPC24;MAD2L1;SPC25
GO_Biological_Process_2021	centromere complex assembly (GO:0034508)	8/37	1.144253e-10	2.402932e-08	0	0	4.308661e+01	9.862999e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ;DLGAP5
GO_Biological_Process_2021	DNA replication-independent nucleosome assembly (GO:0006336)	8/39	1.802922e-10	2.839603e-08	0	0	4.030277e+01	9.042507e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ;ASF1B
GO_Biological_Process_2021	CENP-A containing chromatin organization (GO:0061641)	7/30	9.760542e-10	1.024857e-07	0	0	4.717867e+01	9.788396e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ
GO_Biological_Process_2021	CENP-A containing nucleosome assembly (GO:0034080)	7/30	9.760542e-10	1.024857e-07	0	0	4.717867e+01	9.788396e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ
GO_Biological_Process_2021	chromatin remodeling at centromere (GO:0031055)	7/32	1.595748e-09	1.436173e-07	0	0	4.340000e+01	8.791071e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ
GO_Biological_Process_2021	histone exchange (GO:0043486)	7/38	5.785323e-09	4.555942e-07	0	0	3.498942e+01	6.636772e+02	CENPI;CENPK;CENPM;OIP5;CENPN;CENPP;CENPQ
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	12/277	4.003522e-07	2.802465e-05	0	0	7.215831e+00	1.062958e+02	TOP2A;RAD51AP1;RECQL4;WDHD1;RAD51;LIG1;TIMELESS;MCM10;CDC6;TYMS;KPNA2;POLE
GO_Biological_Process_2021	DNA replication (GO:0006260)	8/108	6.985517e-07	4.400876e-05	0	0	1.245039e+01	1.764751e+02	RECQL4;WDHD1;PIF1;BRIP1;TIMELESS;MCM10;CDC6;POLE
GO_Biological_Process_2021	DNA repair (GO:0006281)	12/298	8.683768e-07	4.973431e-05	0	0	6.678833e+00	9.321407e+01	RAD51AP1;RECQL4;WDHD1;BRIP1;RAD51;LIG1;FANCD2;CDCA5;USP1;TIMELESS;KPNA2;POLE
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	12/350	4.598687e-06	2.414311e-04	0	0	5.636311e+00	6.926880e+01	TOP2A;RAD51AP1;RECQL4;WDHD1;RAD51;LIG1;MYC;SUV39H1;DDX11;TIMELESS;MCM10;WDR76
GO_Biological_Process_2021	regulation of exit from mitosis (GO:0007096)	5/39	6.227930e-06	3.018151e-04	0	0	2.243326e+01	2.688955e+02	CDC20;CDCA5;BUB1B;KNTC1;MAD2L1
GO_Biological_Process_2021	regulation of double-strand break repair (GO:2000779)	5/42	9.053511e-06	4.027745e-04	0	0	2.061123e+01	2.393449e+02	RAD51AP1;RAD51;DDX11;TIMELESS;FOXM1
GO_Biological_Process_2021	spindle assembly checkpoint signaling (GO:0071173)	4/21	1.086852e-05	4.027745e-04	0	0	3.564975e+01	4.074639e+02	CDC20;BUB1B;KNTC1;MAD2L1
GO_Biological_Process_2021	mitotic spindle assembly checkpoint signaling (GO:0007094)	4/21	1.086852e-05	4.027745e-04	0	0	3.564975e+01	4.074639e+02	CDC20;BUB1B;KNTC1;MAD2L1
GO_Biological_Process_2021	mitotic spindle checkpoint signaling (GO:0071174)	4/21	1.086852e-05	4.027745e-04	0	0	3.564975e+01	4.074639e+02	CDC20;BUB1B;KNTC1;MAD2L1
GO_Biological_Process_2021	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	4/22	1.321436e-05	4.625028e-04	0	0	3.366751e+01	3.782278e+02	CDC20;BUB1B;KNTC1;MAD2L1
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	6/85	2.389639e-05	7.923539e-04	0	0	1.164910e+01	1.239672e+02	RRM2;CCNE2;MYC;CDC6;TYMS;POLE
GO_Biological_Process_2021	pyrimidine nucleoside salvage (GO:0043097)	3/11	4.769829e-05	1.430949e-03	0	0	5.641193e+01	5.613334e+02	UCK2;TK1;UPP1
GO_Biological_Process_2021	pyrimidine-containing compound salvage (GO:0008655)	3/11	4.769829e-05	1.430949e-03	0	0	5.641193e+01	5.613334e+02	UCK2;TK1;UPP1
GO_Biological_Process_2021	nucleoside salvage (GO:0043174)	3/12	6.328377e-05	1.812217e-03	0	0	5.014141e+01	4.847613e+02	UCK2;TK1;UPP1
GO_Biological_Process_2021	sister chromatid segregation (GO:0000819)	4/34	7.867993e-05	2.155146e-03	0	0	2.018830e+01	1.907819e+02	TOP2A;KIFC1;CENPK;NDC80
GO_Biological_Process_2021	chromosome organization (GO:0051276)	6/106	8.303052e-05	2.179551e-03	0	0	9.193023e+00	8.638043e+01	TOP2A;MYC;SUV39H1;NDC80;EZH2;PHF19
GO_Biological_Process_2021	pyrimidine nucleoside biosynthetic process (GO:0046134)	3/14	1.036750e-04	2.612610e-03	0	0	4.102066e+01	3.763338e+02	UCK2;TK1;UPP1
GO_Biological_Process_2021	mitotic nuclear division (GO:0140014)	5/74	1.442445e-04	3.495156e-03	0	0	1.103456e+01	9.758965e+01	TPX2;KIFC1;CENPK;KIF11;NDC80
GO_Biological_Process_2021	positive regulation of double-strand break repair (GO:2000781)	4/40	1.502659e-04	3.506203e-03	0	0	1.681849e+01	1.480549e+02	RAD51AP1;DDX11;TIMELESS;FOXM1
GO_Biological_Process_2021	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	4/43	1.997621e-04	4.494647e-03	0	0	1.552241e+01	1.322259e+02	RAD51;DDX11;TIMELESS;POLE
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	6/129	2.439843e-04	5.300349e-03	0	0	7.465305e+00	6.209945e+01	RECQL4;WDHD1;RAD51;MCM10;CDC6;POLE
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	4/46	2.600446e-04	5.460937e-03	0	0	1.441149e+01	1.189619e+02	PIF1;MYC;USP1;KPNA2
GO_Biological_Process_2021	DNA duplex unwinding (GO:0032508)	4/51	3.879870e-04	7.884898e-03	0	0	1.287510e+01	1.011280e+02	RECQL4;PIF1;RAD51;DDX11
GO_Biological_Process_2021	interstrand cross-link repair (GO:0036297)	4/55	5.185967e-04	1.020987e-02	0	0	1.186289e+01	8.973549e+01	RAD51AP1;RAD51;FANCD2;USP1
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	5/101	6.134034e-04	1.171043e-02	0	0	7.920272e+00	5.858220e+01	DDX11;CDC6;KIF20B;NDC80;MAD2L1
