Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	autophagy of nucleus (GO:0044804)	6/16	8.516991e-07	1.528800e-03	0	0	2.628430e+01	3.673503e+02	ATG2A;ULK2;WIPI1;ULK1;WDR45;ATG2B
GO_Biological_Process_2021	reticulophagy (GO:0061709)	5/13	6.389207e-06	3.064580e-03	0	0	2.732103e+01	3.267841e+02	TEX264;ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	late nucleophagy (GO:0044805)	4/7	8.536435e-06	3.064580e-03	0	0	5.816964e+01	6.789076e+02	ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	lysosomal microautophagy (GO:0016237)	4/7	8.536435e-06	3.064580e-03	0	0	5.816964e+01	6.789076e+02	ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	piecemeal microautophagy of the nucleus (GO:0034727)	4/7	8.536435e-06	3.064580e-03	0	0	5.816964e+01	6.789076e+02	ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	mitochondrion disassembly (GO:0061726)	7/36	1.360688e-05	4.070724e-03	0	0	1.058760e+01	1.186334e+02	MAP1LC3A;ATG2A;ULK2;WIPI1;ULK1;WDR45;ATG2B
GO_Biological_Process_2021	autophagy of mitochondrion (GO:0000422)	7/40	2.811007e-05	7.208225e-03	0	0	9.302349e+00	9.748288e+01	MAP1LC3A;ATG2A;ULK2;WIPI1;ULK1;WDR45;ATG2B
GO_Biological_Process_2021	autophagosome organization (GO:1905037)	8/56	3.510508e-05	7.876702e-03	0	0	7.319820e+00	7.508060e+01	RAB43;MAP1LC3A;ATG2A;ULK2;WIPI1;ULK1;WDR45;ATG2B
GO_Biological_Process_2021	autophagosome assembly (GO:0000045)	8/58	4.553896e-05	9.082493e-03	0	0	7.026306e+00	7.024158e+01	RAB43;MAP1LC3A;ATG2A;ULK2;WIPI1;ULK1;WDR45;ATG2B
GO_Biological_Process_2021	amide biosynthetic process (GO:0043604)	7/52	1.597411e-04	2.867353e-02	0	0	6.817528e+00	5.959853e+01	SMPD2;ASAH2;SPTLC2;SMPD1;FURIN;CLN8;PNPLA1
GO_Biological_Process_2021	ceramide biosynthetic process (GO:0046513)	6/42	3.392361e-04	5.535716e-02	0	0	7.291480e+00	5.825028e+01	SMPD2;ASAH2;SPTLC2;SMPD1;CLN8;PNPLA1
GO_Biological_Process_2021	cellular response to nutrient levels (GO:0031669)	7/66	7.091377e-04	1.060752e-01	0	0	5.196077e+00	3.767915e+01	MAP1LC3A;VPS41;WIPI1;ULK1;WDR45;ZFYVE1;FOXO1
GO_Biological_Process_2021	organelle disassembly (GO:1903008)	5/34	9.342137e-04	1.199570e-01	0	0	7.528736e+00	5.251899e+01	TEX264;ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	early endosome to late endosome transport (GO:0045022)	4/20	9.355977e-04	1.199570e-01	0	0	1.089955e+01	7.601703e+01	WDR81;KIF16B;AKTIP;RILP
GO_Biological_Process_2021	sphingolipid metabolic process (GO:0006665)	9/116	1.283097e-03	1.535439e-01	0	0	3.691251e+00	2.457812e+01	SMPD2;STS;ASAH2;SPTLC2;VAPB;HEXB;SMPD1;TEX2;CLN8
GO_Biological_Process_2021	sphingolipid biosynthetic process (GO:0030148)	7/74	1.404374e-03	1.546649e-01	0	0	4.573772e+00	3.004128e+01	SMPD2;ASAH2;SPTLC2;VAPB;SMPD1;CLN8;PNPLA1
GO_Biological_Process_2021	ceramide metabolic process (GO:0006672)	6/55	1.464793e-03	1.546649e-01	0	0	5.353436e+00	3.493675e+01	SMPD2;ASAH2;SPTLC2;SMPD1;CLN8;PNPLA1
GO_Biological_Process_2021	selective autophagy (GO:0061912)	6/59	2.110831e-03	2.104968e-01	0	0	4.948388e+00	3.048540e+01	WDR81;TEX264;ATG2A;ULK2;ULK1;ATG2B
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	5/49	4.855413e-03	3.428849e-01	0	0	4.958308e+00	2.641618e+01	PER1;STK25;FOXO1;IGF1R;MAP4K4
GO_Biological_Process_2021	cytosolic transport (GO:0016482)	8/116	4.856736e-03	3.428849e-01	0	0	3.243243e+00	1.727802e+01	CCDC91;WDR81;KIF16B;SORT1;AKTIP;TBC1D23;RILP;SNX5
GO_Biological_Process_2021	regulation of hormone metabolic process (GO:0032350)	2/5	4.870957e-03	3.428849e-01	0	0	2.895556e+01	1.541728e+02	TCF7L2;FFAR3
GO_Biological_Process_2021	late endosome to lysosome transport (GO:1902774)	2/5	4.870957e-03	3.428849e-01	0	0	2.895556e+01	1.541728e+02	VPS41;VPS39
GO_Biological_Process_2021	modulation by symbiont of host autophagy (GO:0075071)	2/5	4.870957e-03	3.428849e-01	0	0	2.895556e+01	1.541728e+02	ULK2;ULK1
GO_Biological_Process_2021	negative regulation of collateral sprouting (GO:0048671)	2/5	4.870957e-03	3.428849e-01	0	0	2.895556e+01	1.541728e+02	ULK2;ULK1
GO_Biological_Process_2021	ceramide catabolic process (GO:0046514)	3/16	5.157601e-03	3.428849e-01	0	0	1.004026e+01	5.288490e+01	ASAH2;HEXB;NAGA
GO_Biological_Process_2021	Golgi to endosome transport (GO:0006895)	3/16	5.157601e-03	3.428849e-01	0	0	1.004026e+01	5.288490e+01	SORT1;KIF16B;WIPI1
GO_Biological_Process_2021	sphingolipid catabolic process (GO:0030149)	3/16	5.157601e-03	3.428849e-01	0	0	1.004026e+01	5.288490e+01	SMPD2;ASAH2;SMPD1
GO_Biological_Process_2021	ruffle organization (GO:0031529)	3/17	6.158889e-03	3.727540e-01	0	0	9.322622e+00	4.745083e+01	LIMA1;INPP5K;CORO1B
GO_Biological_Process_2021	endocytic recycling (GO:0032456)	5/52	6.263433e-03	3.727540e-01	0	0	4.641106e+00	2.354446e+01	DENND1C;EHD4;SNX27;DENND1A;VPS39
GO_Biological_Process_2021	glycolipid metabolic process (GO:0006664)	5/52	6.263433e-03	3.727540e-01	0	0	4.641106e+00	2.354446e+01	SMPD2;STS;HEXB;SMPD1;NAGA
GO_Biological_Process_2021	regulation of collagen fibril organization (GO:1904026)	2/6	7.197457e-03	3.727540e-01	0	0	2.171556e+01	1.071451e+02	RB1;EFEMP2
GO_Biological_Process_2021	choline transport (GO:0015871)	2/6	7.197457e-03	3.727540e-01	0	0	2.171556e+01	1.071451e+02	SEC14L1;SLC44A2
GO_Biological_Process_2021	valine metabolic process (GO:0006573)	2/6	7.197457e-03	3.727540e-01	0	0	2.171556e+01	1.071451e+02	ALDH6A1;ILVBL
GO_Biological_Process_2021	negative regulation of actin filament depolymerization (GO:0030835)	2/6	7.197457e-03	3.727540e-01	0	0	2.171556e+01	1.071451e+02	LIMA1;PIK3CA
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	3/18	7.268185e-03	3.727540e-01	0	0	8.700668e+00	4.284425e+01	RB1;EFEMP2;SMAD3
GO_Biological_Process_2021	negative regulation of cell growth (GO:0030308)	8/126	7.912487e-03	3.945254e-01	0	0	2.966865e+00	1.435759e+01	RB1;ST7L;DNAJB2;NDRG3;SMAD3;DCUN1D3;ULK2;ULK1
GO_Biological_Process_2021	regulation of protein modification by small protein conjugation or removal (GO:1903320)	3/20	9.820900e-03	4.568701e-01	0	0	7.676274e+00	3.548928e+01	DNAJB2;ZMIZ1;DCUN1D3
GO_Biological_Process_2021	regulation of Rab protein signal transduction (GO:0032483)	2/7	9.926425e-03	4.568701e-01	0	0	1.737156e+01	8.012725e+01	DENND4B;DENND1A
GO_Biological_Process_2021	positive regulation by symbiont of host autophagy (GO:0075044)	2/7	9.926425e-03	4.568701e-01	0	0	1.737156e+01	8.012725e+01	ULK2;ULK1
GO_Biological_Process_2021	regulation of collateral sprouting (GO:0048670)	2/8	1.303856e-02	5.572434e-01	0	0	1.447556e+01	6.282165e+01	ULK2;ULK1
GO_Biological_Process_2021	elastic fiber assembly (GO:0048251)	2/8	1.303856e-02	5.572434e-01	0	0	1.447556e+01	6.282165e+01	EFEMP2;ATP7A
GO_Biological_Process_2021	endosomal vesicle fusion (GO:0034058)	2/8	1.303856e-02	5.572434e-01	0	0	1.447556e+01	6.282165e+01	VPS41;VPS39
GO_Biological_Process_2021	negative regulation of ossification (GO:0030279)	3/24	1.631485e-02	6.077513e-01	0	0	6.212854e+00	2.557012e+01	SRGN;ECM1;LRP4
GO_Biological_Process_2021	regulation of glucan biosynthetic process (GO:0010962)	2/9	1.651524e-02	6.077513e-01	0	0	1.240698e+01	5.091171e+01	PPP1R3B;INPP5K
GO_Biological_Process_2021	organelle assembly (GO:0070925)	17/425	1.713085e-02	6.077513e-01	0	0	1.833333e+00	7.455936e+00	YTHDF3;TNKS;IFT172;NEK6;HPS4;WIPI1;WDR45;ZFYVE1;RAB43;EHD4;MAP1LC3A;TCTN3;ATG2A;ULK2;ULK1;RILP;ATG2B
