Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of leukocyte activation (GO:0002695)	3/15	3.316395e-04	2.787757e-01	0	0	2.705191e+01	2.167254e+02	CD84;CD300LF;CD200
GO_Biological_Process_2021	atrioventricular valve morphogenesis (GO:0003181)	3/19	6.872040e-04	2.787757e-01	0	0	2.028484e+01	1.477320e+02	HEY1;SOX4;TGFBR2
GO_Biological_Process_2021	regulation of neuroinflammatory response (GO:0150077)	3/19	6.872040e-04	2.787757e-01	0	0	2.028484e+01	1.477320e+02	SPHK1;TNFRSF1B;CD200
GO_Biological_Process_2021	negative regulation of mast cell activation (GO:0033004)	2/6	1.259075e-03	3.139361e-01	0	0	5.383152e+01	3.594534e+02	CD84;CD300LF
GO_Biological_Process_2021	glycosaminoglycan catabolic process (GO:0006027)	4/56	1.824217e-03	3.139361e-01	0	0	8.352494e+00	5.267587e+01	GALNS;STAB2;DCN;SGSH
GO_Biological_Process_2021	ventricular septum morphogenesis (GO:0060412)	3/28	2.184846e-03	3.139361e-01	0	0	1.297639e+01	7.949611e+01	HEY1;SOX4;TGFBR2
GO_Biological_Process_2021	regulation of apoptotic cell clearance (GO:2000425)	2/8	2.321631e-03	3.139361e-01	0	0	3.588406e+01	2.176542e+02	CD300LF;C2
GO_Biological_Process_2021	positive regulation of apoptotic cell clearance (GO:2000427)	2/8	2.321631e-03	3.139361e-01	0	0	3.588406e+01	2.176542e+02	CD300LF;C2
GO_Biological_Process_2021	sequestering of BMP from receptor via BMP binding (GO:0038098)	2/8	2.321631e-03	3.139361e-01	0	0	3.588406e+01	2.176542e+02	GREM1;FSTL1
GO_Biological_Process_2021	regulation of macrophage activation (GO:0043030)	3/30	2.671081e-03	3.250706e-01	0	0	1.201396e+01	7.118601e+01	SPHK1;TLR6;CD200
GO_Biological_Process_2021	activation of GTPase activity (GO:0090630)	5/105	3.006672e-03	3.326472e-01	0	0	5.445856e+00	3.162366e+01	SYDE1;CCDC125;ARHGAP25;TBC1D10A;RAP1GAP
GO_Biological_Process_2021	regulation of mast cell activation (GO:0033003)	2/10	3.685786e-03	3.530521e-01	0	0	2.691033e+01	1.507859e+02	CD84;CD300LF
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	8/269	3.771305e-03	3.530521e-01	0	0	3.366998e+00	1.878898e+01	COL1A1;SDCBP;SYDE1;APC;RUFY3;SPHK1;PDGFC;RHOC
GO_Biological_Process_2021	endoderm formation (GO:0001706)	3/36	4.509659e-03	3.824750e-01	0	0	9.826627e+00	5.307886e+01	MMP2;COL6A1;SOX7
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	7/221	4.714154e-03	3.824750e-01	0	0	3.581684e+00	1.918775e+01	COL1A1;SDCBP;APC;RUFY3;SPHK1;PDGFC;RHOC
GO_Biological_Process_2021	ventricular septum development (GO:0003281)	3/38	5.256388e-03	3.862021e-01	0	0	9.264169e+00	4.862124e+01	HEY1;SOX4;TGFBR2
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	4/76	5.519649e-03	3.862021e-01	0	0	6.026252e+00	3.133314e+01	GREM1;COL1A1;SDCBP;TGFBR2
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	9/351	5.712110e-03	3.862021e-01	0	0	2.895034e+00	1.495333e+01	COL1A1;GREM1;HIP1;TRPV4;RUFY3;COL6A1;KLHL24;RHOC;ARHGAP25
GO_Biological_Process_2021	positive regulation of epithelial to mesenchymal transition (GO:0010718)	3/42	6.961769e-03	4.058203e-01	0	0	8.312316e+00	4.128995e+01	COL1A1;SDCBP;TGFBR2
GO_Biological_Process_2021	negative regulation of neuroinflammatory response (GO:0150079)	2/14	7.273562e-03	4.058203e-01	0	0	1.793659e+01	8.831099e+01	TNFRSF1B;CD200
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	2/14	7.273562e-03	4.058203e-01	0	0	1.793659e+01	8.831099e+01	GREM1;FSTL1
GO_Biological_Process_2021	cardiac ventricle morphogenesis (GO:0003208)	3/44	7.923525e-03	4.058203e-01	0	0	7.906038e+00	3.824877e+01	HEY1;SOX4;TGFBR2
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	3/44	7.923525e-03	4.058203e-01	0	0	7.906038e+00	3.824877e+01	RHOC;SORBS3;PFN2
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	9/379	9.224129e-03	4.058203e-01	0	0	2.672103e+00	1.252129e+01	GREM1;IL1A;IFITM1;CDKN2C;APC;DLG3;SOX7;CD200;SOX4
GO_Biological_Process_2021	mitotic cytokinesis (GO:0000281)	3/49	1.065641e-02	4.058203e-01	0	0	7.044904e+00	3.199509e+01	APC;TRIM36;RHOC
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	3/51	1.188372e-02	4.058203e-01	0	0	6.750683e+00	2.992298e+01	RHOC;SORBS3;PFN2
GO_Biological_Process_2021	pulmonary valve development (GO:0003177)	2/18	1.193484e-02	4.058203e-01	0	0	1.344973e+01	5.955934e+01	HEY1;TNFRSF1B
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	4/96	1.239081e-02	4.058203e-01	0	0	4.711419e+00	2.068690e+01	HIP1;SPHK1;STXBP5;CD22
GO_Biological_Process_2021	fatty acid beta-oxidation (GO:0006635)	3/52	1.252657e-02	4.058203e-01	0	0	6.612579e+00	2.896246e+01	ABCD2;ACOX3;ACAD10
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	3/53	1.318899e-02	4.058203e-01	0	0	6.480000e+00	2.804786e+01	CD300LF;MERTK;C2
GO_Biological_Process_2021	regulation of lymphocyte proliferation (GO:0050670)	2/19	1.325810e-02	4.058203e-01	0	0	1.265793e+01	5.472208e+01	TNFRSF1B;CD22
