Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of triglyceride metabolic process (GO:0090207)	1/5	1.748917e-03	2.824941e-02	0	0	8.328750e+02	5.287722e+03	C3
GO_Biological_Process_2021	ruffle assembly (GO:0097178)	1/6	2.098387e-03	2.824941e-02	0	0	6.662667e+02	4.108591e+03	AIF1
GO_Biological_Process_2021	parallel actin filament bundle assembly (GO:0030046)	1/7	2.447753e-03	2.824941e-02	0	0	5.551944e+02	3.338154e+03	AIF1
GO_Biological_Process_2021	complement activation, alternative pathway (GO:0006957)	1/7	2.447753e-03	2.824941e-02	0	0	5.551944e+02	3.338154e+03	C3
GO_Biological_Process_2021	positive regulation of apoptotic cell clearance (GO:2000427)	1/8	2.797015e-03	2.824941e-02	0	0	4.758571e+02	2.797661e+03	C3
GO_Biological_Process_2021	regulation of apoptotic cell clearance (GO:2000425)	1/8	2.797015e-03	2.824941e-02	0	0	4.758571e+02	2.797661e+03	C3
GO_Biological_Process_2021	positive regulation of membrane invagination (GO:1905155)	1/8	2.797015e-03	2.824941e-02	0	0	4.758571e+02	2.797661e+03	C3
GO_Biological_Process_2021	positive regulation of phagocytosis, engulfment (GO:0060100)	1/9	3.146172e-03	2.824941e-02	0	0	4.163542e+02	2.398853e+03	C3
GO_Biological_Process_2021	synapse pruning (GO:0098883)	1/9	3.146172e-03	2.824941e-02	0	0	4.163542e+02	2.398853e+03	C3
GO_Biological_Process_2021	regulation of phagocytosis, engulfment (GO:0060099)	1/10	3.495224e-03	2.824941e-02	0	0	3.700741e+02	2.093271e+03	C3
GO_Biological_Process_2021	neuron remodeling (GO:0016322)	1/10	3.495224e-03	2.824941e-02	0	0	3.700741e+02	2.093271e+03	C3
GO_Biological_Process_2021	positive regulation of lipid localization (GO:1905954)	1/11	3.844172e-03	2.824941e-02	0	0	3.330500e+02	1.852157e+03	C3
GO_Biological_Process_2021	actin crosslink formation (GO:0051764)	1/12	4.193015e-03	2.824941e-02	0	0	3.027576e+02	1.657396e+03	AIF1
GO_Biological_Process_2021	negative regulation of smooth muscle cell migration (GO:0014912)	1/14	4.890388e-03	2.824941e-02	0	0	2.561538e+02	1.362862e+03	AIF1
GO_Biological_Process_2021	positive regulation of transmembrane transport (GO:0034764)	1/14	4.890388e-03	2.824941e-02	0	0	2.561538e+02	1.362862e+03	C3
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	1/14	4.890388e-03	2.824941e-02	0	0	2.561538e+02	1.362862e+03	AIF1
GO_Biological_Process_2021	regulation of triglyceride biosynthetic process (GO:0010866)	1/15	5.238917e-03	2.824941e-02	0	0	2.378452e+02	1.249078e+03	C3
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	2/335	5.556388e-03	2.824941e-02	0	0	2.361562e+01	1.226313e+02	C3;AIF1
GO_Biological_Process_2021	negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	1/16	5.587342e-03	2.824941e-02	0	0	2.219778e+02	1.151455e+03	USP18
GO_Biological_Process_2021	negative regulation of viral entry into host cell (GO:0046597)	1/17	5.935662e-03	2.824941e-02	0	0	2.080938e+02	1.066850e+03	LY6E
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	1/17	5.935662e-03	2.824941e-02	0	0	2.080938e+02	1.066850e+03	AIF1
GO_Biological_Process_2021	ruffle organization (GO:0031529)	1/17	5.935662e-03	2.824941e-02	0	0	2.080938e+02	1.066850e+03	AIF1
GO_Biological_Process_2021	prostanoid metabolic process (GO:0006692)	1/18	6.283878e-03	2.824941e-02	0	0	1.958431e+02	9.928793e+02	CYP2S1
GO_Biological_Process_2021	neuron maturation (GO:0042551)	1/18	6.283878e-03	2.824941e-02	0	0	1.958431e+02	9.928793e+02	C3
GO_Biological_Process_2021	epoxygenase P450 pathway (GO:0019373)	1/19	6.631989e-03	2.824941e-02	0	0	1.849537e+02	9.277001e+02	CYP2S1
GO_Biological_Process_2021	positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	1/19	6.631989e-03	2.824941e-02	0	0	1.849537e+02	9.277001e+02	C3
GO_Biological_Process_2021	regulation of glucose transmembrane transport (GO:0010827)	1/19	6.631989e-03	2.824941e-02	0	0	1.849537e+02	9.277001e+02	C3
GO_Biological_Process_2021	Rac protein signal transduction (GO:0016601)	1/19	6.631989e-03	2.824941e-02	0	0	1.849537e+02	9.277001e+02	AIF1
GO_Biological_Process_2021	positive regulation of monocyte chemotaxis (GO:0090026)	1/19	6.631989e-03	2.824941e-02	0	0	1.849537e+02	9.277001e+02	AIF1
GO_Biological_Process_2021	negative regulation of viral life cycle (GO:1903901)	1/20	6.979996e-03	2.824941e-02	0	0	1.752105e+02	8.698689e+02	LY6E
GO_Biological_Process_2021	regulation of T cell migration (GO:2000404)	1/20	6.979996e-03	2.824941e-02	0	0	1.752105e+02	8.698689e+02	AIF1
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	2/379	7.062018e-03	2.824941e-02	0	0	2.081273e+01	1.030860e+02	AIF1;IFIT3
GO_Biological_Process_2021	purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	7.327898e-03	2.824941e-02	0	0	1.664417e+02	8.182383e+02	C3
GO_Biological_Process_2021	positive regulation of lipid storage (GO:0010884)	1/21	7.327898e-03	2.824941e-02	0	0	1.664417e+02	8.182383e+02	C3
GO_Biological_Process_2021	microglial cell activation (GO:0001774)	1/22	7.675696e-03	2.824941e-02	0	0	1.585079e+02	7.718855e+02	AIF1
GO_Biological_Process_2021	exogenous drug catabolic process (GO:0042738)	1/22	7.675696e-03	2.824941e-02	0	0	1.585079e+02	7.718855e+02	CYP2S1
