Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cellular response to nutrient levels (GO:0031669)	5/66	1.372531e-04	1.358806e-01	0	0	1.118655e+01	9.948960e+01	MAP1LC3B;LAMP2;FNIP1;ATG7;SREBF2
GO_Biological_Process_2021	positive regulation of response to endoplasmic reticulum stress (GO:1905898)	3/18	3.106411e-04	1.537674e-01	0	0	2.698639e+01	2.179657e+02	DDIT3;FCGR2B;RNF185
GO_Biological_Process_2021	regulation of chaperone-mediated autophagy (GO:1904714)	2/8	1.518864e-03	3.086225e-01	0	0	4.469369e+01	2.900528e+02	CTSA;PLK3
GO_Biological_Process_2021	SREBP signaling pathway (GO:0032933)	2/8	1.518864e-03	3.086225e-01	0	0	4.469369e+01	2.900528e+02	INSIG1;SREBF2
GO_Biological_Process_2021	cellular response to sterol depletion (GO:0071501)	2/9	1.943227e-03	3.086225e-01	0	0	3.830695e+01	2.391658e+02	INSIG1;SREBF2
GO_Biological_Process_2021	regulation of actin cytoskeleton reorganization (GO:2000249)	3/37	2.665294e-03	3.086225e-01	0	0	1.189436e+01	7.050310e+01	MDK;PTK2B;IQGAP2
GO_Biological_Process_2021	cellular response to nitrogen levels (GO:0043562)	2/12	3.510367e-03	3.086225e-01	0	0	2.681081e+01	1.515356e+02	MAP1LC3B;ATG7
GO_Biological_Process_2021	cellular response to nitrogen starvation (GO:0006995)	2/12	3.510367e-03	3.086225e-01	0	0	2.681081e+01	1.515356e+02	MAP1LC3B;ATG7
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	2/13	4.128270e-03	3.086225e-01	0	0	2.437224e+01	1.338011e+02	PTK2B;FCGR2B
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	4/91	4.903382e-03	3.086225e-01	0	0	6.223587e+00	3.309598e+01	MDK;ARHGAP18;PTK2B;IQGAP2
GO_Biological_Process_2021	peptidyl-tyrosine autophosphorylation (GO:0038083)	2/15	5.502960e-03	3.086225e-01	0	0	2.062058e+01	1.072779e+02	TEC;PTK2B
GO_Biological_Process_2021	regulation of sequestering of triglyceride (GO:0010889)	2/15	5.502960e-03	3.086225e-01	0	0	2.062058e+01	1.072779e+02	OSBPL8;OSBPL11
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	3/49	5.919504e-03	3.086225e-01	0	0	8.786158e+00	4.506862e+01	PTPN1;DDIT3;HSPA2
GO_Biological_Process_2021	cellular polysaccharide catabolic process (GO:0044247)	2/16	6.258308e-03	3.086225e-01	0	0	1.914672e+01	9.714749e+01	AOAH;PYGL
GO_Biological_Process_2021	regulation of neuron apoptotic process (GO:0043523)	4/98	6.366132e-03	3.086225e-01	0	0	5.758088e+00	2.911729e+01	MDK;DDIT3;F2R;PTK2B
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	5/158	6.827634e-03	3.086225e-01	0	0	4.439261e+00	2.213760e+01	MAP1LC3B;LAMP2;FNIP1;ATG7;SREBF2
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	4/102	7.319444e-03	3.086225e-01	0	0	5.521946e+00	2.715263e+01	CTSA;WWP1;TMEM9;ATG7
GO_Biological_Process_2021	glycosaminoglycan metabolic process (GO:0030203)	3/54	7.755613e-03	3.086225e-01	0	0	7.922769e+00	3.849942e+01	NDST1;NAGLU;B4GALT7
GO_Biological_Process_2021	regulation of leukocyte chemotaxis (GO:0002688)	2/19	8.787903e-03	3.086225e-01	0	0	1.576550e+01	7.463986e+01	MDK;PTK2B
GO_Biological_Process_2021	positive regulation of lipid storage (GO:0010884)	2/21	1.068703e-02	3.086225e-01	0	0	1.410455e+01	6.401667e+01	OSBPL11;SREBF2
GO_Biological_Process_2021	negative regulation of response to stimulus (GO:0048585)	3/61	1.083384e-02	3.086225e-01	0	0	6.964110e+00	3.151316e+01	PTPN1;FCGR2B;APPL2
GO_Biological_Process_2021	protein lipidation (GO:0006497)	3/61	1.083384e-02	3.086225e-01	0	0	6.964110e+00	3.151316e+01	PIGP;ATG7;ZDHHC14
GO_Biological_Process_2021	negative regulation of lymphocyte activation (GO:0051250)	2/22	1.169839e-02	3.086225e-01	0	0	1.339865e+01	5.960127e+01	TNFAIP8L2;FCGR2B
GO_Biological_Process_2021	regulation of macrophage chemotaxis (GO:0010758)	2/22	1.169839e-02	3.086225e-01	0	0	1.339865e+01	5.960127e+01	MDK;PTK2B
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	3/64	1.233973e-02	3.086225e-01	0	0	6.620609e+00	2.909712e+01	PTPN1;FCGR2B;APPL2
GO_Biological_Process_2021	regulation of neural precursor cell proliferation (GO:2000177)	2/23	1.275005e-02	3.086225e-01	0	0	1.275997e+01	5.566181e+01	MDK;APPL2
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	7/336	1.356028e-02	3.086225e-01	0	0	2.904479e+00	1.249103e+01	NAPA;CTSA;SNX27;LAMP2;SNX13;ARFGAP3;APPL2
GO_Biological_Process_2021	negative regulation of ossification (GO:0030279)	2/24	1.384138e-02	3.086225e-01	0	0	1.217936e+01	5.212880e+01	MDK;PTK2B
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	5/189	1.407278e-02	3.086225e-01	0	0	3.685532e+00	1.571331e+01	FGD4;F2R;SNX13;ARHGAP15;CPEB2
GO_Biological_Process_2021	positive regulation of cell-substrate adhesion (GO:0010811)	3/70	1.569500e-02	3.086225e-01	0	0	6.025891e+00	2.503404e+01	MDK;NEDD9;PTK2B
GO_Biological_Process_2021	negative regulation of neuron apoptotic process (GO:0043524)	3/71	1.629918e-02	3.086225e-01	0	0	5.936975e+00	2.444039e+01	MDK;F2R;PTK2B
GO_Biological_Process_2021	cellular response to unfolded protein (GO:0034620)	2/27	1.734688e-02	3.086225e-01	0	0	1.071622e+01	4.344722e+01	PTPN1;HSPA2
