Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	15/274	3.078893e-05	2.143080e-02	0	0	3.762929e+00	3.909065e+01	RBM14;PRPF38A;SF3A2;CPSF1;NONO;PRPF40A;MAGOHB;PTBP1;SART3;HNRNPA2B1;GEMIN4;SNRPG;GEMIN5;PRPF31;RBM10
GO_Biological_Process_2021	nucleocytoplasmic transport (GO:0006913)	6/40	3.495459e-05	2.143080e-02	0	0	1.125974e+01	1.155414e+02	NXT1;RGS14;GEMIN4;SNRPG;GEMIN5;AAAS
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	14/251	4.612080e-05	2.143080e-02	0	0	3.829620e+00	3.823587e+01	RBM14;PRPF38A;SF3A2;CPSF1;NONO;PRPF40A;MAGOHB;PTBP1;SART3;HNRNPA2B1;SNRPG;GEMIN5;PRPF31;RBM10
GO_Biological_Process_2021	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	8/99	1.676152e-04	4.696035e-02	0	0	5.629534e+00	4.894227e+01	NXT1;CPSF1;NUP155;HNRNPA2B1;NUP88;NUP54;AAAS;MAGOHB
GO_Biological_Process_2021	mRNA transport (GO:0051028)	8/104	2.357107e-04	4.696035e-02	0	0	5.334967e+00	4.456248e+01	NXT1;CPSF1;NUP155;HNRNPA2B1;NUP88;NUP54;AAAS;MAGOHB
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	8/106	2.686277e-04	4.696035e-02	0	0	5.225557e+00	4.296549e+01	NXT1;CPSF1;NUP155;HNRNPA2B1;NUP88;NUP54;AAAS;MAGOHB
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	8/107	2.864429e-04	4.696035e-02	0	0	5.172509e+00	4.219718e+01	NXT1;CPSF1;NUP155;HNRNPA2B1;NUP88;NUP54;AAAS;MAGOHB
GO_Biological_Process_2021	mRNA processing (GO:0006397)	14/300	3.000788e-04	4.696035e-02	0	0	3.165501e+00	2.567685e+01	RBM14;PRPF38A;SF3A2;CPSF1;NONO;PRPF40A;MAGOHB;PTBP1;SART3;HNRNPA2B1;SNRPG;GEMIN5;PRPF31;RBM10
GO_Biological_Process_2021	spliceosomal snRNP assembly (GO:0000387)	5/38	3.031873e-04	4.696035e-02	0	0	9.636658e+00	7.806810e+01	SART3;GEMIN4;SNRPG;GEMIN5;PRPF31
GO_Biological_Process_2021	DNA repair (GO:0006281)	13/298	9.150101e-04	1.275524e-01	0	0	2.940059e+00	2.057035e+01	BARD1;RFC5;RFC4;FANCM;FANCC;BRCA2;MLH1;RAD23B;TDP1;RFWD3;PMS2;ATM;MUTYH
GO_Biological_Process_2021	import into nucleus (GO:0051170)	6/77	1.329122e-03	1.563413e-01	0	0	5.381836e+00	3.564518e+01	NXT1;NUP155;GEMIN4;SNRPG;GEMIN5;NUP88
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	8/136	1.399777e-03	1.563413e-01	0	0	3.994690e+00	2.625087e+01	HSP90AA1;SART3;SF3A2;PPAN;GEMIN4;SNRPG;LUC7L;GEMIN5
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	6/79	1.518116e-03	1.563413e-01	0	0	5.233855e+00	3.396921e+01	HSP90AA1;NUP155;NUP54;NUP88;ATM;AAAS
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	5/55	1.691140e-03	1.563413e-01	0	0	6.354693e+00	4.055789e+01	NUP155;NUP54;NUP88;AAAS;SAE1
GO_Biological_Process_2021	nuclear transport (GO:0051169)	3/16	1.844350e-03	1.563413e-01	0	0	1.459782e+01	9.190247e+01	NXT1;RGS14;AAAS
GO_Biological_Process_2021	tRNA export from nucleus (GO:0006409)	4/34	1.906601e-03	1.563413e-01	0	0	8.454194e+00	5.294382e+01	NUP155;NUP88;NUP54;AAAS
GO_Biological_Process_2021	tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	4/34	1.906601e-03	1.563413e-01	0	0	8.454194e+00	5.294382e+01	NUP155;NUP88;NUP54;AAAS
GO_Biological_Process_2021	maturation of SSU-rRNA (GO:0030490)	4/35	2.126321e-03	1.573086e-01	0	0	8.181061e+00	5.034103e+01	TSR2;NAT10;TSR1;NOL10
GO_Biological_Process_2021	RNA modification (GO:0009451)	5/58	2.144092e-03	1.573086e-01	0	0	5.994077e+00	3.683384e+01	DTWD2;TRUB1;NSUN5;NAT10;TRDMT1
GO_Biological_Process_2021	tRNA transport (GO:0051031)	4/37	2.616997e-03	1.697909e-01	0	0	7.684457e+00	4.568969e+01	NUP155;NUP88;NUP54;AAAS
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	7/118	2.626507e-03	1.697909e-01	0	0	4.021041e+00	2.389343e+01	HSP90AA1;NUP155;ROCK2;NUP88;ATM;NUP54;AAAS
GO_Biological_Process_2021	positive regulation of DNA biosynthetic process (GO:2000573)	5/61	2.679626e-03	1.697909e-01	0	0	5.672099e+00	3.359061e+01	RFC5;HSP90AA1;RFC4;ATM;CCT5
GO_Biological_Process_2021	ncRNA export from nucleus (GO:0097064)	4/38	2.889211e-03	1.751113e-01	0	0	7.458065e+00	4.360560e+01	NUP155;NUP88;NUP54;AAAS
