Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	natural killer cell differentiation (GO:0001779)	3/8	8.265359e-05	9.259761e-02	0	0	5.178079e+01	4.867835e+02	PTPRC;RABL3;PIK3CD
GO_Biological_Process_2021	natural killer cell activation (GO:0030101)	5/43	1.351790e-04	9.259761e-02	0	0	1.143636e+01	1.018855e+02	PTPRC;SNX27;RABL3;PIK3CD;RASGRP1
GO_Biological_Process_2021	protein K48-linked ubiquitination (GO:0070936)	5/57	5.154836e-04	2.354042e-01	0	0	8.351406e+00	6.322353e+01	RNF34;UBE2Q2;RNF8;BFAR;SKP2
GO_Biological_Process_2021	protein dephosphorylation (GO:0006470)	7/139	1.206239e-03	2.874994e-01	0	0	4.628013e+00	3.110140e+01	PPP1CC;PTPRC;CTDP1;EYA1;PTPRO;PPP2R2A;PTPN12
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	4/42	1.397558e-03	2.874994e-01	0	0	9.108957e+00	5.987344e+01	RNF34;PMAIP1;FAS;ARHGEF2
GO_Biological_Process_2021	regulation of lipid storage (GO:0010883)	3/22	2.015989e-03	2.874994e-01	0	0	1.361687e+01	8.451508e+01	NFKBIA;ITGAV;NFKB1
GO_Biological_Process_2021	dephosphorylation (GO:0016311)	7/153	2.090894e-03	2.874994e-01	0	0	4.181248e+00	2.579898e+01	PPP1CC;PTPRC;CTDP1;PTPRO;PPP2R2A;PTPN12;HDHD2
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	5/80	2.386630e-03	2.874994e-01	0	0	5.783554e+00	3.492036e+01	RNF34;EYA1;FAS;ITGAV;ARHGEF2
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	4/49	2.483477e-03	2.874994e-01	0	0	7.689279e+00	4.612103e+01	TAOK3;NBR1;FAS;RASGRP1
GO_Biological_Process_2021	negative regulation of low-density lipoprotein receptor activity (GO:1905598)	2/7	2.707640e-03	2.874994e-01	0	0	3.437043e+01	2.031869e+02	ITGAV;PSEN1
GO_Biological_Process_2021	RNA splicing, via transesterification reactions (GO:0000375)	3/25	2.934821e-03	2.874994e-01	0	0	1.175824e+01	6.856356e+01	SF3B4;PRPF3;PRPF8
GO_Biological_Process_2021	B cell activation (GO:0042113)	5/85	3.108190e-03	2.874994e-01	0	0	5.420705e+00	3.129760e+01	FCRL1;PTPRC;RABL3;PIK3CD;RASGRP1
