Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception of sound (GO:0050910)	3/9	1.093232e-03	8.611980e-01	0	0	2.006687e+01	1.368283e+02	WHRN;HPN;KIT
GO_Biological_Process_2021	hematopoietic stem cell differentiation (GO:0060218)	3/10	1.533502e-03	8.611980e-01	0	0	1.719929e+01	1.114549e+02	ACE;MLLT3;MEOX1
GO_Biological_Process_2021	positive regulation of ERAD pathway (GO:1904294)	3/13	3.460500e-03	8.611980e-01	0	0	1.203765e+01	6.820947e+01	USP13;RNF185;UBQLN2
GO_Biological_Process_2021	negative regulation of smooth muscle cell migration (GO:0014912)	3/14	4.324979e-03	8.611980e-01	0	0	1.094276e+01	5.956526e+01	IGFBP5;SLIT2;PRKG1
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception (GO:0050974)	3/15	5.309013e-03	8.611980e-01	0	0	1.003035e+01	5.254248e+01	WHRN;HPN;KIT
GO_Biological_Process_2021	regulation of phospholipase C activity (GO:1900274)	3/15	5.309013e-03	8.611980e-01	0	0	1.003035e+01	5.254248e+01	PDGFRA;KIT;RASGRP1
GO_Biological_Process_2021	positive regulation of small GTPase mediated signal transduction (GO:0051057)	4/30	5.844417e-03	8.611980e-01	0	0	6.180809e+00	3.178338e+01	RASGEF1A;SHC1;MMD2;RASGRP1
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	7/89	6.152978e-03	8.611980e-01	0	0	3.441023e+00	1.751763e+01	COL15A1;BMP1;COL1A2;COL6A2;COL6A1;COL8A1;COL9A3
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	12/216	7.089004e-03	8.611980e-01	0	0	2.380935e+00	1.178375e+01	COL15A1;COL1A2;COL6A2;COL6A1;TNC;ITGAX;COL8A1;COL9A3;ITGAE;ADAMTS9;DCN;ADAMTS20
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	12/217	7.343401e-03	8.611980e-01	0	0	2.369198e+00	1.164213e+01	COL15A1;COL1A2;COL6A2;COL6A1;TNC;ITGAX;COL8A1;COL9A3;ITGAE;ADAMTS9;DCN;ADAMTS20
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	4/32	7.380573e-03	8.611980e-01	0	0	5.738733e+00	2.817089e+01	ACE;KIT;MLLT3;MEOX1
GO_Biological_Process_2021	retinal ganglion cell axon guidance (GO:0031290)	2/6	8.383578e-03	8.611980e-01	0	0	2.002772e+01	9.576216e+01	PTPRM;SLIT2
GO_Biological_Process_2021	negative regulation of lamellipodium organization (GO:1902744)	2/6	8.383578e-03	8.611980e-01	0	0	2.002772e+01	9.576216e+01	ABI3;SLIT2
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	4/35	1.014765e-02	8.611980e-01	0	0	5.182574e+00	2.379067e+01	PTPRM;SLIT2;ADAMTS9;DCN
GO_Biological_Process_2021	skin morphogenesis (GO:0043589)	2/7	1.154803e-02	8.611980e-01	0	0	1.602136e+01	7.147512e+01	CDSN;COL1A2
GO_Biological_Process_2021	regulation of smooth muscle cell migration (GO:0014910)	3/20	1.215230e-02	8.611980e-01	0	0	7.078431e+00	3.121756e+01	ACE;IGFBP5;SLIT2
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	4/38	1.351062e-02	8.611980e-01	0	0	4.724560e+00	2.033583e+01	PTPRM;SLIT2;ADAMTS9;DCN
GO_Biological_Process_2021	female gonad development (GO:0008585)	3/22	1.583604e-02	8.611980e-01	0	0	6.332684e+00	2.625193e+01	KIT;COL9A3;INHA
GO_Biological_Process_2021	stem cell differentiation (GO:0048863)	4/40	1.610316e-02	8.611980e-01	0	0	4.461627e+00	1.842089e+01	ACE;KIT;MLLT3;MEOX1
GO_Biological_Process_2021	regulation of PERK-mediated unfolded protein response (GO:1903897)	2/9	1.916618e-02	8.611980e-01	0	0	1.144265e+01	4.525120e+01	PPP1R15B;TMEM33
GO_Biological_Process_2021	ERAD pathway (GO:0036503)	6/87	1.982396e-02	8.611980e-01	0	0	2.979833e+00	1.168352e+01	USP13;PSMC6;DERL2;FBXO44;RNF185;UBQLN2
GO_Biological_Process_2021	apical protein localization (GO:0045176)	2/10	2.357436e-02	8.611980e-01	0	0	1.001181e+01	3.752020e+01	ATP8B1;ACTB
GO_Biological_Process_2021	defense response to tumor cell (GO:0002357)	2/10	2.357436e-02	8.611980e-01	0	0	1.001181e+01	3.752020e+01	ABI3;RBMS3
GO_Biological_Process_2021	glycine transport (GO:0015816)	2/10	2.357436e-02	8.611980e-01	0	0	1.001181e+01	3.752020e+01	SLC6A5;SLC36A3
