Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of natural killer cell chemotaxis (GO:2000501)	2/7	1.573895e-06	2.093280e-04	0	0	1.998900e+03	2.670922e+04	CCL7;CCL2
GO_Biological_Process_2021	eosinophil chemotaxis (GO:0048245)	2/16	8.983080e-06	3.982499e-04	0	0	7.135714e+02	8.291820e+03	CCL7;CCL2
GO_Biological_Process_2021	eosinophil migration (GO:0072677)	2/16	8.983080e-06	3.982499e-04	0	0	7.135714e+02	8.291820e+03	CCL7;CCL2
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	2/40	5.820445e-05	1.563947e-03	0	0	2.625789e+02	2.560551e+03	CCL7;CCL2
GO_Biological_Process_2021	monocyte chemotaxis (GO:0002548)	2/42	6.423166e-05	1.563947e-03	0	0	2.494250e+02	2.407703e+03	CCL7;CCL2
GO_Biological_Process_2021	lymphocyte chemotaxis (GO:0048247)	2/44	7.055399e-05	1.563947e-03	0	0	2.375238e+02	2.270522e+03	CCL7;CCL2
GO_Biological_Process_2021	chemokine-mediated signaling pathway (GO:0070098)	2/56	1.146720e-04	2.178768e-03	0	0	1.846296e+02	1.675225e+03	CCL7;CCL2
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	2/60	1.317281e-04	2.189980e-03	0	0	1.718621e+02	1.535548e+03	CCL7;CCL2
GO_Biological_Process_2021	neutrophil chemotaxis (GO:0030593)	2/70	1.794914e-04	2.360680e-03	0	0	1.465147e+02	1.263746e+03	CCL7;CCL2
GO_Biological_Process_2021	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	2/71	1.846694e-04	2.360680e-03	0	0	1.443841e+02	1.241262e+03	CCND1;CCL2
GO_Biological_Process_2021	granulocyte chemotaxis (GO:0071621)	2/73	1.952442e-04	2.360680e-03	0	0	1.403028e+02	1.198363e+03	CCL7;CCL2
GO_Biological_Process_2021	neutrophil migration (GO:1990266)	2/77	2.172678e-04	2.399621e-03	0	0	1.327933e+02	1.120029e+03	CCL7;CCL2
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	2/80	2.345494e-04	2.399621e-03	0	0	1.276667e+02	1.067018e+03	CCL7;CCL2
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	3/482	2.635317e-04	2.403519e-03	0	0	4.074113e+01	3.357614e+02	CCND1;CCL7;CCL2
GO_Biological_Process_2021	response to interleukin-1 (GO:0070555)	2/86	2.710735e-04	2.403519e-03	0	0	1.185119e+02	9.733525e+02	CCL7;CCL2
GO_Biological_Process_2021	response to tumor necrosis factor (GO:0034612)	2/110	4.431980e-04	3.684083e-03	0	0	9.206481e+01	7.108779e+02	CCL7;CCL2
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	2/120	5.271411e-04	3.888289e-03	0	0	8.422034e+01	6.356987e+02	CCL7;CCL2
GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)	2/121	5.359290e-04	3.888289e-03	0	0	8.350840e+01	6.289443e+02	CCL7;CCL2
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	5.554698e-04	3.888289e-03	0	0	3.135275e+01	2.350107e+02	CCND1;CCL7;CCL2
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	2/149	8.108934e-04	5.392441e-03	0	0	6.750680e+01	4.804712e+02	CCL7;CCL2
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	2/155	8.770409e-04	5.554592e-03	0	0	6.483987e+01	4.564050e+02	CCL7;CCL2
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	2/172	1.078213e-03	6.518290e-03	0	0	5.830588e+01	3.983720e+02	CCL7;CCL2
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	2/189	1.299607e-03	7.385046e-03	0	0	5.295989e+01	3.519552e+02	CCL7;CCL2
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	2/194	1.368551e-03	7.385046e-03	0	0	5.156771e+01	3.400376e+02	CCL7;CCL2
