Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of interleukin-2 production (GO:0032743)	3/26	2.056446e-04	1.078272e-01	0	0	3.016380e+01	2.560714e+02	CD86;IL1A;CD4
GO_Biological_Process_2021	cysteine metabolic process (GO:0006534)	2/8	5.387884e-04	1.078272e-01	0	0	7.626437e+01	5.739799e+02	TST;CDO1
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	3/38	6.419971e-04	1.078272e-01	0	0	1.980997e+01	1.456216e+02	SOCS2;IGFBP7;MGLL
GO_Biological_Process_2021	sulfur compound catabolic process (GO:0044273)	3/40	7.470774e-04	1.078272e-01	0	0	1.873727e+01	1.348960e+02	TST;BGN;DCN
GO_Biological_Process_2021	dermatan sulfate biosynthetic process (GO:0030208)	2/12	1.255375e-03	1.078272e-01	0	0	4.574943e+01	3.056209e+02	BGN;DCN
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	3/48	1.274715e-03	1.078272e-01	0	0	1.540000e+01	1.026415e+02	CD86;IL1A;CD4
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	8/482	1.376165e-03	1.078272e-01	0	0	4.050008e+00	2.668329e+01	CD86;SOCS2;IL1A;EGR1;CD4;CSF3R;RUFY4;RORA
GO_Biological_Process_2021	chondroitin sulfate catabolic process (GO:0030207)	2/13	1.479337e-03	1.078272e-01	0	0	4.158830e+01	2.709960e+02	BGN;DCN
GO_Biological_Process_2021	dermatan sulfate metabolic process (GO:0030205)	2/13	1.479337e-03	1.078272e-01	0	0	4.158830e+01	2.709960e+02	BGN;DCN
GO_Biological_Process_2021	positive regulation of macroautophagy (GO:0016239)	3/53	1.699067e-03	1.114588e-01	0	0	1.385651e+01	8.837235e+01	RUFY4;DCN;OPTN
GO_Biological_Process_2021	dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	2/15	1.979927e-03	1.180757e-01	0	0	3.518656e+01	2.190256e+02	BGN;DCN
GO_Biological_Process_2021	positive regulation of mitochondrial fission (GO:0090141)	2/19	3.187393e-03	1.702016e-01	0	0	2.690196e+01	1.546473e+02	DDHD1;DCN
GO_Biological_Process_2021	inflammatory response (GO:0006954)	5/230	3.652637e-03	1.702016e-01	0	0	5.207937e+00	2.922853e+01	IL1A;CIITA;CCRL2;CDO1;MGLL
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	6/335	3.828026e-03	1.702016e-01	0	0	4.302633e+00	2.394590e+01	CD86;IL1A;EGR1;CD4;RORA;CD200
GO_Biological_Process_2021	chondroitin sulfate biosynthetic process (GO:0030206)	2/21	3.891804e-03	1.702016e-01	0	0	2.406776e+01	1.335491e+02	BGN;DCN
GO_Biological_Process_2021	sulfur amino acid metabolic process (GO:0000096)	2/24	5.070864e-03	1.876512e-01	0	0	2.078265e+01	1.098206e+02	TST;CDO1
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	2/25	5.495941e-03	1.876512e-01	0	0	1.987806e+01	1.034404e+02	DDHD1;DCN
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor production (GO:0010575)	2/25	5.495941e-03	1.876512e-01	0	0	1.987806e+01	1.034404e+02	IL1A;RORA
GO_Biological_Process_2021	regulation of vascular endothelial growth factor production (GO:0010574)	2/27	6.393298e-03	1.876512e-01	0	0	1.828598e+01	9.238999e+01	IL1A;RORA
GO_Biological_Process_2021	chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)	2/27	6.393298e-03	1.876512e-01	0	0	1.828598e+01	9.238999e+01	BGN;DCN
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	8/621	6.430084e-03	1.876512e-01	0	0	3.109258e+00	1.569170e+01	CD86;SOCS2;IL1A;EGR1;CD4;CIITA;CSF3R;RORA
GO_Biological_Process_2021	regulation of calcium-mediated signaling (GO:0050848)	2/28	6.865288e-03	1.876512e-01	0	0	1.758179e+01	8.757975e+01	P2RX5;CD22
GO_Biological_Process_2021	regulation of immunoglobulin production (GO:0002637)	2/28	6.865288e-03	1.876512e-01	0	0	1.758179e+01	8.757975e+01	CD86;CD22
GO_Biological_Process_2021	protein localization to Golgi apparatus (GO:0034067)	2/28	6.865288e-03	1.876512e-01	0	0	1.758179e+01	8.757975e+01	ARL5C;OPTN
GO_Biological_Process_2021	establishment of endothelial barrier (GO:0061028)	2/29	7.352627e-03	1.908516e-01	0	0	1.692976e+01	8.317078e+01	RAPGEF6;RAPGEF3
GO_Biological_Process_2021	positive regulation of autophagy (GO:0010508)	3/90	7.572008e-03	1.908516e-01	0	0	7.948677e+00	3.881575e+01	RUFY4;OPTN;DCN
GO_Biological_Process_2021	chondroitin sulfate metabolic process (GO:0030204)	2/30	7.855172e-03	1.908516e-01	0	0	1.632430e+01	7.911709e+01	BGN;DCN
GO_Biological_Process_2021	positive regulation of cold-induced thermogenesis (GO:0120162)	3/97	9.294044e-03	2.177462e-01	0	0	7.354156e+00	3.440555e+01	DIO2;LPIN1;GADD45G
GO_Biological_Process_2021	phagosome maturation (GO:0090382)	2/37	1.178697e-02	2.317986e-01	0	0	1.305484e+01	5.797344e+01	MREG;ATP6V0A1
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	4/198	1.183393e-02	2.317986e-01	0	0	4.782777e+00	2.122015e+01	SOCS2;RORA;IGFBP7;MGLL
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	2/39	1.303926e-02	2.317986e-01	0	0	1.234793e+01	5.358744e+01	CIITA;CD4
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	3/112	1.370003e-02	2.317986e-01	0	0	6.337316e+00	2.718935e+01	RUFY4;DCN;ATP6V0A1
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	3/113	1.402920e-02	2.317986e-01	0	0	6.279387e+00	2.679172e+01	DIO2;LPIN1;GADD45G
GO_Biological_Process_2021	sulfur compound biosynthetic process (GO:0044272)	3/113	1.402920e-02	2.317986e-01	0	0	6.279387e+00	2.679172e+01	BGN;CDO1;DCN
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	5/323	1.467410e-02	2.317986e-01	0	0	3.667453e+00	1.548278e+01	CD86;IL1A;EGR1;RORA;RAPGEF3
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	5/345	1.895844e-02	2.317986e-01	0	0	3.426296e+00	1.358700e+01	SOCS2;C4A;IGFBP7;FBXO32;CP
GO_Biological_Process_2021	iron ion transport (GO:0006826)	2/50	2.088766e-02	2.317986e-01	0	0	9.512931e+00	3.680169e+01	CP;ATP6V0A1
GO_Biological_Process_2021	activation of protein kinase C activity (GO:1990051)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	CD86
GO_Biological_Process_2021	negative regulation of immunoglobulin production (GO:0002638)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	CD22
GO_Biological_Process_2021	response to denervation involved in regulation of muscle adaptation (GO:0014894)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	FBXO32
GO_Biological_Process_2021	homoserine metabolic process (GO:0009092)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	TST
GO_Biological_Process_2021	RNA import into mitochondrion (GO:0035927)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	TST
GO_Biological_Process_2021	positive regulation of MHC class I biosynthetic process (GO:0045345)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	CIITA
GO_Biological_Process_2021	rRNA transport (GO:0051029)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	TST
GO_Biological_Process_2021	positive regulation of mitochondrial depolarization (GO:0051901)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	DCN
GO_Biological_Process_2021	Schwann cell differentiation (GO:0014037)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	EGR2
GO_Biological_Process_2021	cellular response to heparin (GO:0071504)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	EGR1
GO_Biological_Process_2021	negative regulation of T cell migration (GO:2000405)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	CD200
GO_Biological_Process_2021	negative regulation of tubulin deacetylation (GO:1904428)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	BEX4
GO_Biological_Process_2021	neutral lipid catabolic process (GO:0046461)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	MGLL
GO_Biological_Process_2021	transsulfuration (GO:0019346)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	TST
GO_Biological_Process_2021	pentose catabolic process (GO:0019323)	1/5	2.205488e-02	2.317986e-01	0	0	5.655398e+01	2.157094e+02	RPE
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	3/139	2.417627e-02	2.317986e-01	0	0	5.072247e+00	1.888085e+01	SOCS2;BBS10;CD22
