Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)	3/10	1.675328e-04	1.469460e-01	0	0	3.747914e+01	3.258561e+02	PRKCB;ARNT;HIF1A
GO_Biological_Process_2021	regulation of stress fiber assembly (GO:0051492)	6/74	2.042349e-04	1.469460e-01	0	0	7.795964e+00	6.623638e+01	CCDC88A;ROCK1;PXN;EVL;PAK2;WASF2
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	4/28	2.762143e-04	1.469460e-01	0	0	1.462741e+01	1.198619e+02	ROCK1;TNIP1;ITGB2;MSN
GO_Biological_Process_2021	nuclear membrane disassembly (GO:0051081)	3/14	4.912509e-04	1.960091e-01	0	0	2.384553e+01	1.816685e+02	NEK9;DCTN1;PRKCB
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	17/621	8.443079e-04	2.126252e-01	0	0	2.544663e+00	1.800856e+01	PSMD10;CSF1R;SP100;ANXA1;IFNGR2;ITGB2;IL18;MSN;CSF2RB;HIF1A;IKBKB;BCL2L11;IRAK2;HNRNPF;IRF1;CCR5;PAK2
GO_Biological_Process_2021	fatty acid catabolic process (GO:0009062)	5/70	1.245354e-03	2.126252e-01	0	0	6.767170e+00	4.526111e+01	ACADVL;ACAA2;ACADL;SCP2;PCCA
GO_Biological_Process_2021	cellular response to macrophage colony-stimulating factor stimulus (GO:0036006)	2/5	1.275953e-03	2.126252e-01	0	0	5.805580e+01	3.868874e+02	CSF1R;PDE1B
GO_Biological_Process_2021	response to macrophage colony-stimulating factor (GO:0036005)	2/5	1.275953e-03	2.126252e-01	0	0	5.805580e+01	3.868874e+02	CSF1R;PDE1B
GO_Biological_Process_2021	negative regulation of myosin-light-chain-phosphatase activity (GO:0035509)	2/5	1.275953e-03	2.126252e-01	0	0	5.805580e+01	3.868874e+02	IKBKB;ROCK1
GO_Biological_Process_2021	regulation of chemokine production (GO:0032642)	4/42	1.332238e-03	2.126252e-01	0	0	9.231813e+00	6.112286e+01	CSF1R;IL18;LPL;HIF1A
GO_Biological_Process_2021	regulation of hormone biosynthetic process (GO:0046885)	2/6	1.899491e-03	2.274646e-01	0	0	4.353965e+01	2.728268e+02	ARNT;HIF1A
GO_Biological_Process_2021	regulation of steroid metabolic process (GO:0019218)	3/23	2.215249e-03	2.274646e-01	0	0	1.310907e+01	8.012776e+01	ACADVL;ACADL;ABCG1
GO_Biological_Process_2021	regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	3/24	2.510488e-03	2.274646e-01	0	0	1.248420e+01	7.474636e+01	PRKCB;ARNT;HIF1A
GO_Biological_Process_2021	regulation of myosin-light-chain-phosphatase activity (GO:0035507)	2/7	2.639242e-03	2.274646e-01	0	0	3.482996e+01	2.067946e+02	IKBKB;ROCK1
GO_Biological_Process_2021	positive regulation of hormone metabolic process (GO:0032352)	2/7	2.639242e-03	2.274646e-01	0	0	3.482996e+01	2.067946e+02	ARNT;HIF1A
GO_Biological_Process_2021	regulation of axonogenesis (GO:0050770)	4/51	2.745282e-03	2.274646e-01	0	0	7.460615e+00	4.400175e+01	GDI1;PLXND1;PLXNA2;PAK2
GO_Biological_Process_2021	acylglycerol homeostasis (GO:0055090)	3/25	2.828923e-03	2.274646e-01	0	0	1.191613e+01	6.992217e+01	IL18;LPL;ANGPTL4
GO_Biological_Process_2021	fatty acid beta-oxidation (GO:0006635)	4/52	2.947733e-03	2.274646e-01	0	0	7.304815e+00	4.256310e+01	ACADVL;ACAA2;ACADL;SCP2
