Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	3/5	1.292704e-04	1.361877e-01	0	0	6.190909e+01	5.543095e+02	RAD51;XRCC3;RAD54L
GO_Biological_Process_2021	negative regulation of cell cycle process (GO:0010948)	8/64	1.335174e-04	1.361877e-01	0	0	5.942613e+00	5.301571e+01	RRM2;RAD51;CHEK1;NEK2;BRCA1;YAF2;TERF2;E2F6
GO_Biological_Process_2021	negative regulation of G0 to G1 transition (GO:0070317)	6/38	2.546564e-04	1.484392e-01	0	0	7.776064e+00	6.435156e+01	RRM2;RAD51;CHEK1;BRCA1;E2F6;YAF2
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	17/277	3.702599e-04	1.484392e-01	0	0	2.744160e+00	2.168244e+01	TOP2A;MBD4;RIF1;UHRF1;PRIM1;XRCC3;GMNN;FANCC;BRCA1;TERF2;RAD51;MSH2;EXO1;CHEK1;TIMELESS;RAD54L;ASF1A
GO_Biological_Process_2021	regulation of G0 to G1 transition (GO:0070316)	6/41	3.905255e-04	1.484392e-01	0	0	7.108450e+00	5.578724e+01	RRM2;RAD51;CHEK1;BRCA1;E2F6;YAF2
GO_Biological_Process_2021	negative regulation of centriole replication (GO:0046600)	3/7	4.365860e-04	1.484392e-01	0	0	3.095137e+01	2.394561e+02	RBM14;BRCA1;MDM1
GO_Biological_Process_2021	DNA replication (GO:0006260)	9/108	1.108188e-03	2.549025e-01	0	0	3.781390e+00	2.573247e+01	TBRG1;ING5;TIPIN;DUT;EXO1;CHEK1;TIMELESS;NAP1L1;BRCA1
GO_Biological_Process_2021	sister chromatid segregation (GO:0000819)	5/34	1.176635e-03	2.549025e-01	0	0	7.136320e+00	4.813517e+01	TOP2A;KIFC1;ZW10;NUSAP1;SMC4
GO_Biological_Process_2021	spindle assembly checkpoint signaling (GO:0071173)	4/21	1.374474e-03	2.549025e-01	0	0	9.724327e+00	6.408024e+01	CENPF;ZW10;TTK;TRIP13
GO_Biological_Process_2021	mitotic spindle assembly checkpoint signaling (GO:0007094)	4/21	1.374474e-03	2.549025e-01	0	0	9.724327e+00	6.408024e+01	CENPF;ZW10;TTK;TRIP13
GO_Biological_Process_2021	mitotic spindle checkpoint signaling (GO:0071174)	4/21	1.374474e-03	2.549025e-01	0	0	9.724327e+00	6.408024e+01	CENPF;ZW10;TTK;TRIP13
GO_Biological_Process_2021	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	4/22	1.648617e-03	2.802649e-01	0	0	9.183616e+00	5.884694e+01	CENPF;ZW10;TTK;TRIP13
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	3/11	1.916895e-03	2.853881e-01	0	0	1.547252e+01	9.681229e+01	RBM14;BRCA1;MDM1
