Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	ovarian follicle development (GO:0001541)	2/14	1.633406e-05	2.515445e-03	0	0	4.756905e+02	5.243183e+03	KIT;ANG
GO_Biological_Process_2021	female gonad development (GO:0008585)	2/22	4.138641e-05	3.186753e-03	0	0	2.853000e+02	2.879407e+03	KIT;ANG
GO_Biological_Process_2021	positive regulation of phospholipase C activity (GO:0010863)	2/43	1.609940e-04	8.264359e-03	0	0	1.390244e+02	1.214259e+03	KIT;ANG
GO_Biological_Process_2021	positive regulation of phospholipase A2 activity (GO:0032430)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	ANG
GO_Biological_Process_2021	positive regulation of leukocyte mediated immunity (GO:0002705)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	KIT
GO_Biological_Process_2021	immature B cell differentiation (GO:0002327)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	KIT
GO_Biological_Process_2021	regulation of dendritic cell cytokine production (GO:0002730)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	KIT
GO_Biological_Process_2021	positive regulation of smooth muscle cell differentiation (GO:0051152)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	KIT
GO_Biological_Process_2021	cellular response to erythropoietin (GO:0036018)	1/5	2.248161e-03	2.707364e-02	0	0	6.245938e+02	3.808550e+03	KIT
GO_Biological_Process_2021	positive regulation of protein glycosylation (GO:0060050)	1/6	2.697256e-03	2.707364e-02	0	0	4.996500e+02	2.955690e+03	RAMP1
GO_Biological_Process_2021	amylin receptor signaling pathway (GO:0097647)	1/6	2.697256e-03	2.707364e-02	0	0	4.996500e+02	2.955690e+03	RAMP1
GO_Biological_Process_2021	megakaryocyte development (GO:0035855)	1/6	2.697256e-03	2.707364e-02	0	0	4.996500e+02	2.955690e+03	KIT
GO_Biological_Process_2021	calcitonin family receptor signaling pathway (GO:0097646)	1/7	3.146172e-03	2.707364e-02	0	0	4.163542e+02	2.398853e+03	RAMP1
GO_Biological_Process_2021	positive regulation of vascular associated smooth muscle cell differentiation (GO:1905065)	1/7	3.146172e-03	2.707364e-02	0	0	4.163542e+02	2.398853e+03	KIT
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell differentiation (GO:1905063)	1/7	3.146172e-03	2.707364e-02	0	0	4.163542e+02	2.398853e+03	KIT
GO_Biological_Process_2021	diacylglycerol biosynthetic process (GO:0006651)	1/8	3.594909e-03	2.707364e-02	0	0	3.568571e+02	2.008476e+03	ANG
GO_Biological_Process_2021	mast cell activation involved in immune response (GO:0002279)	1/8	3.594909e-03	2.707364e-02	0	0	3.568571e+02	2.008476e+03	KIT
GO_Biological_Process_2021	mast cell degranulation (GO:0043303)	1/8	3.594909e-03	2.707364e-02	0	0	3.568571e+02	2.008476e+03	KIT
GO_Biological_Process_2021	positive regulation of dendritic cell cytokine production (GO:0002732)	1/8	3.594909e-03	2.707364e-02	0	0	3.568571e+02	2.008476e+03	KIT
