Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	14/192	2.503892e-05	2.878286e-02	0	0	4.075835e+00	4.318380e+01	DDX27;WDR18;WDR75;URB2;WDR55;TBL3;NOB1;DHX37;DHX29;ABCE1;RPL28;MDN1;RPS24;PELP1
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	14/201	4.153371e-05	2.878286e-02	0	0	3.877875e+00	3.912390e+01	DDX27;WDR18;WDR75;TARBP2;WDR55;THG1L;TBL3;NOB1;DHX37;DGCR8;RPL28;RPS24;MDN1;PELP1
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	16/277	1.135304e-04	5.244742e-02	0	0	3.180179e+00	2.888697e+01	PCNA;PARP1;FANCL;HUS1;LIG3;NOC3L;REXO4;SUPV3L1;POLE4;TOP1MT;TDG;CDK2;POLE3;ATM;POLK;ATR
GO_Biological_Process_2021	rRNA processing (GO:0006364)	12/173	1.513634e-04	5.244742e-02	0	0	3.845330e+00	3.382286e+01	TBL3;DDX27;NOB1;WDR18;DHX37;WDR75;TFB1M;RPL28;MDN1;RPS24;WDR55;PELP1
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	11/162	3.400648e-04	9.426597e-02	0	0	3.750307e+00	2.995135e+01	TBL3;DDX27;NOB1;WDR18;DHX37;WDR75;RPL28;MDN1;RPS24;WDR55;PELP1
GO_Biological_Process_2021	translational termination (GO:0006415)	8/96	5.695324e-04	1.315620e-01	0	0	4.658315e+00	3.480085e+01	PTCD3;MRPL51;MRPS25;MRPL38;MRPL49;MRPL15;ABCE1;MRPL35
GO_Biological_Process_2021	telomere maintenance (GO:0000723)	6/56	7.444551e-04	1.474021e-01	0	0	6.128773e+00	4.414468e+01	PCNA;PARP1;HUS1;ATM;SMC6;ATR
GO_Biological_Process_2021	DNA replication (GO:0006260)	8/108	1.236555e-03	1.925266e-01	0	0	4.096798e+00	2.742981e+01	TOP1MT;CDK2;POLE3;HUS1;ATM;NAP1L1;BAZ1A;ATR
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	15/314	1.327017e-03	1.925266e-01	0	0	2.590453e+00	1.716129e+01	HUS1;NAP1L1;MRPL35;MRPL51;RPS15A;TOP1MT;BCL3;CDK2;POLE3;DRG1;ATM;RPL28;RPS24;EIF4G2;ATR
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	9/136	1.389081e-03	1.925266e-01	0	0	3.633568e+00	2.390566e+01	SHQ1;CPSF6;PRMT7;CLNS1A;DHX29;MDN1;TARBP2;WDR77;SNRPB
