Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	27/274	2.244958e-10	4.101538e-07	0	0	4.882085e+00	1.084661e+02	DDX46;DDX20;USP39;EFTUD2;SYNCRIP;PTBP1;FIP1L1;SNRPD1;U2AF2;MAGOH;SYMPK;RALY;SMN1;POLR2H;DCPS;SF3A1;PRMT7;RBM15;RBM19;SRPK1;NUDT21;LSM6;CLNS1A;CWF19L1;GEMIN7;SNRPF;SNRPB
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	18/136	2.266207e-09	2.070180e-06	0	0	6.718437e+00	1.337315e+02	PRMT7;MRPS11;PTGES3;RPLP0;DDX20;EIF2S2;USP39;SRPK1;MRPL20;NUDT21;EIF6;SNRPD1;CLNS1A;LUC7L;GEMIN7;SNRPF;SMN1;SNRPB
GO_Biological_Process_2021	mitochondrial translational elongation (GO:0070125)	13/89	1.191357e-07	3.938454e-05	0	0	7.465335e+00	1.190199e+02	TSFM;MRPS27;MRPS11;MRPS22;MRPL18;MRPL38;MRPS18B;MRPS10;MRPL47;MRPL37;MRPL55;MRPL20;MRPL40
GO_Biological_Process_2021	mitochondrial translational termination (GO:0070126)	13/89	1.191357e-07	3.938454e-05	0	0	7.465335e+00	1.190199e+02	MRPS27;MRPS11;MRPS22;MRPL18;MRPL38;MRPS18B;MRPS10;MRPL47;MRPL37;MRPL55;MRPL20;MRPL40;MTRF1L
GO_Biological_Process_2021	mitochondrial translation (GO:0032543)	14/105	1.260877e-07	3.938454e-05	0	0	6.724287e+00	1.068240e+02	TSFM;MRPS27;MRPL18;MRPS11;MRPS22;MRPS18B;MRPL38;MRPS10;MRPL47;MRPL37;MRPL55;MRPL20;MRPL40;MTRF1L
GO_Biological_Process_2021	mRNA processing (GO:0006397)	24/300	1.293417e-07	3.938454e-05	0	0	3.851074e+00	6.108115e+01	TCERG1;SF3A1;RBM15;DDX46;CCNH;RBM19;USP39;THOC6;EFTUD2;SYNCRIP;NUDT21;PTBP1;LSM6;FIP1L1;SNRPD1;U2AF2;MAGOH;CWF19L1;SYMPK;RALY;GEMIN7;SNRPF;POLR2H;SNRPB
GO_Biological_Process_2021	translational termination (GO:0006415)	13/96	2.956441e-07	7.716310e-05	0	0	6.833270e+00	1.027321e+02	MRPS27;MRPS11;MRPS22;MRPL18;MRPL38;MRPS18B;MRPS10;MRPL47;MRPL37;MRPL55;MRPL20;MRPL40;MTRF1L
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	21/251	3.791404e-07	8.658618e-05	0	0	4.025521e+00	5.951878e+01	SF3A1;RBM15;DDX46;RBM19;USP39;EFTUD2;SYNCRIP;NUDT21;PTBP1;LSM6;FIP1L1;SNRPD1;U2AF2;MAGOH;CWF19L1;SYMPK;RALY;GEMIN7;SNRPF;POLR2H;SNRPB
GO_Biological_Process_2021	translational elongation (GO:0006414)	13/104	7.586830e-07	1.540127e-04	0	0	6.229981e+00	8.779091e+01	TSFM;MRPS27;MRPL18;MRPS11;MRPS22;MRPS18B;MRPL38;MRPS10;MRPL47;MRPL37;MRPL55;MRPL20;MRPL40
GO_Biological_Process_2021	spliceosomal snRNP assembly (GO:0000387)	8/38	1.934044e-06	3.533499e-04	0	0	1.153644e+01	1.517722e+02	PRMT7;SNRPD1;CLNS1A;DDX20;SMN1;GEMIN7;SNRPF;SNRPB
GO_Biological_Process_2021	gene expression (GO:0010467)	23/356	9.070419e-06	1.506514e-03	0	0	3.042841e+00	3.532888e+01	UPF1;MRPL18;MRPS11;PABPC4;RPLP0;MRPS18B;DDX20;MRPL37;AAAS;MRPL55;THOC6;NUP93;SYNCRIP;PPP5C;FIP1L1;U2AF2;MAGOH;E2F1;SYMPK;EIF4EBP2;STUB1;POLR2H;RPL29
GO_Biological_Process_2021	import into nucleus (GO:0051170)	10/77	1.020018e-05	1.552978e-03	0	0	6.473424e+00	7.439973e+01	NUP93;EIF4ENIF1;IPO9;SNRPD1;DDX20;GEMIN7;SNRPF;SMN1;PHB2;SNRPB
GO_Biological_Process_2021	RNA processing (GO:0006396)	15/179	1.717289e-05	2.413452e-03	0	0	3.991636e+00	4.379695e+01	TCERG1;SF3A1;PABPC4;DDX20;USP39;SRPK1;PTBP1;SYNCRIP;NUDT21;LSM6;SNRPD1;U2AF2;MAGOH;SNRPF;SNRPB
GO_Biological_Process_2021	DNA-templated transcription, termination (GO:0006353)	9/70	3.071642e-05	3.776656e-03	0	0	6.386885e+00	6.636429e+01	NUDT21;FIP1L1;CCNH;MAZ;SYMPK;SNRPF;POLR2H;SMN1;SNRPB
GO_Biological_Process_2021	nucleocytoplasmic transport (GO:0006913)	7/40	3.100703e-05	3.776656e-03	0	0	9.155001e+00	9.504079e+01	SNRPD1;DDX20;SMN1;GEMIN7;SNRPF;AAAS;SNRPB
GO_Biological_Process_2021	mRNA metabolic process (GO:0016071)	10/95	6.509031e-05	7.432499e-03	0	0	5.097865e+00	4.914206e+01	TCERG1;PTBP1;NUDT21;SF3A1;YTHDF2;LSM6;U2AF2;SNRPF;USP39;SNRPB
GO_Biological_Process_2021	RNA splicing (GO:0008380)	10/98	8.487212e-05	9.121257e-03	0	0	4.923314e+00	4.615295e+01	TCERG1;PTBP1;SYNCRIP;LSM6;SNRPD1;MAGOH;SNRPF;USP39;SNRPB;SRPK1
GO_Biological_Process_2021	termination of RNA polymerase II transcription (GO:0006369)	6/34	1.102082e-04	1.118614e-02	0	0	9.230369e+00	8.411763e+01	NUDT21;FIP1L1;MAZ;SYMPK;SNRPF;SNRPB
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	19/314	1.285001e-04	1.235630e-02	0	0	2.817211e+00	2.524103e+01	UPF1;TSFM;RNASEH2A;MRPL18;MRPS11;PABPC4;RPLP0;MRPS18B;RPA1;NAP1L1;MRPL37;MRPL55;PPP5C;CDK2;POLE3;E2F1;EIF4EBP2;POLR2H;RPL29
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	14/201	2.366361e-04	2.117507e-02	0	0	3.256096e+00	2.718510e+01	POP7;DDX49;INTS1;INTS3;RPP30;INTS10;RPLP0;WDR74;EBNA1BP2;EMG1;INTS7;RPL29;EXOSC1;MPHOSPH6
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	17/277	2.433916e-04	2.117507e-02	0	0	2.852219e+00	2.373285e+01	CDT1;UPF1;DNMT1;SMARCB1;RNASEH2A;INTS3;PTGES3;PNKP;DOT1L;RPA1;DDX21;CDC34;TRIM28;CDK2;POLE3;LONP1;MEN1
GO_Biological_Process_2021	snRNA metabolic process (GO:0016073)	4/17	5.139001e-04	4.267707e-02	0	0	1.320575e+01	1.000135e+02	INTS1;INTS3;INTS10;INTS7
GO_Biological_Process_2021	cell cycle G1/S phase transition (GO:0044843)	7/63	5.847803e-04	4.632484e-02	0	0	5.388551e+00	4.011385e+01	CDKN1A;CDC34;CDKN2C;CCNH;CDK4;CDK2;E2F1
GO_Biological_Process_2021	spliceosomal complex assembly (GO:0000245)	6/46	6.085365e-04	4.632484e-02	0	0	6.457285e+00	4.781267e+01	SF3A1;SNRPD1;LUC7L;SMN1;USP39;SRPK1
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	8/85	7.435429e-04	5.433812e-02	0	0	4.483889e+00	3.230231e+01	CDT1;CDKN1A;CDC34;CDKN2C;CCNH;CDK4;CDK2;E2F1
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	9/107	8.035027e-04	5.646152e-02	0	0	3.967959e+00	2.827778e+01	NUP93;UPF1;DDX19A;FIP1L1;U2AF2;MAGOH;SYMPK;AAAS;THOC6
GO_Biological_Process_2021	granulocyte differentiation (GO:0030851)	4/20	9.906405e-04	6.703334e-02	0	0	1.072802e+01	7.420743e+01	CDKN1A;CDK4;CDK2;E2F1
