Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	6/136	1.713805e-04	6.051700e-02	0	0	7.995951e+00	6.933789e+01	EFR3A;RAB34;RAB12;EMP2;ASB3;RAPGEF6
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	7/195	1.767351e-04	6.051700e-02	0	0	6.488609e+00	5.606715e+01	EFR3A;RAB34;CAV1;RAB12;EMP2;RAPGEF6;ARL5A
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	6/140	2.006626e-04	6.051700e-02	0	0	7.755695e+00	6.603110e+01	EFR3A;RAB34;CAV1;RAB12;EMP2;RAPGEF6
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	6/142	2.167126e-04	6.051700e-02	0	0	7.640867e+00	6.446552e+01	USP8;RALA;MRAS;GDI1;GNA12;RAPGEF6
GO_Biological_Process_2021	caveola assembly (GO:0070836)	2/5	3.528123e-04	6.542406e-02	0	0	1.122994e+02	8.927327e+02	CAV1;EMP2
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	5/106	4.471075e-04	6.542406e-02	0	0	8.514421e+00	6.566927e+01	USP8;RALA;ARHGAP30;MRAS;RAPGEF6
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	3/26	4.951554e-04	6.542406e-02	0	0	2.213712e+01	1.684777e+02	CXCL10;SLAMF8;PLA2G7
GO_Biological_Process_2021	peroxisome proliferator activated receptor signaling pathway (GO:0035357)	2/6	5.271411e-04	6.542406e-02	0	0	8.422034e+01	6.356987e+02	PPARG;ACTN4
GO_Biological_Process_2021	plasma membrane raft assembly (GO:0044854)	2/6	5.271411e-04	6.542406e-02	0	0	8.422034e+01	6.356987e+02	CAV1;EMP2
GO_Biological_Process_2021	positive regulation of integrin-mediated signaling pathway (GO:2001046)	2/7	7.351014e-04	7.715508e-02	0	0	6.737288e+01	4.861292e+02	EMP2;LIMS2
GO_Biological_Process_2021	Golgi to plasma membrane protein transport (GO:0043001)	3/30	7.598083e-04	7.715508e-02	0	0	1.885375e+01	1.354160e+02	GOLGA4;RAB34;VAMP4
GO_Biological_Process_2021	regulation of RNA biosynthetic process (GO:2001141)	2/8	9.762902e-04	9.087635e-02	0	0	5.614124e+01	3.891571e+02	ACTN4;TNFRSF1B
GO_Biological_Process_2021	establishment of protein localization to plasma membrane (GO:0061951)	3/36	1.301684e-03	1.118447e-01	0	0	1.542113e+01	1.024595e+02	GOLGA4;RAB34;VAMP4
GO_Biological_Process_2021	retinoic acid receptor signaling pathway (GO:0048384)	2/10	1.556759e-03	1.242071e-01	0	0	4.210169e+01	2.721937e+02	PPARG;ACTN4
GO_Biological_Process_2021	regulation of nitric oxide biosynthetic process (GO:0045428)	3/40	1.770085e-03	1.318123e-01	0	0	1.375121e+01	8.713769e+01	SMAD3;CLEC7A;CAV1
GO_Biological_Process_2021	Golgi ribbon formation (GO:0090161)	2/13	2.666801e-03	1.821941e-01	0	0	3.061479e+01	1.814501e+02	PRMT5;VAMP4
GO_Biological_Process_2021	Golgi to plasma membrane transport (GO:0006893)	3/48	2.992721e-03	1.821941e-01	0	0	1.130199e+01	6.568236e+01	GOLGA4;RAB34;VAMP4
GO_Biological_Process_2021	negative regulation of interleukin-12 production (GO:0032695)	2/14	3.099094e-03	1.821941e-01	0	0	2.806215e+01	1.621051e+02	TLR8;MEFV
GO_Biological_Process_2021	regulation of integrin-mediated signaling pathway (GO:2001044)	2/14	3.099094e-03	1.821941e-01	0	0	2.806215e+01	1.621051e+02	EMP2;LIMS2
GO_Biological_Process_2021	regulation of interleukin-12 production (GO:0032655)	3/51	3.556683e-03	1.857336e-01	0	0	1.059402e+01	5.973889e+01	CLEC7A;TLR8;MEFV
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	3/51	3.556683e-03	1.857336e-01	0	0	1.059402e+01	5.973889e+01	BCL2L11;TNFRSF1B;IKBKE
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	6/246	3.708629e-03	1.857336e-01	0	0	4.307018e+00	2.410678e+01	SMAD3;CLEC7A;CAV1;PPARG;IKBKE;NFKB2
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	4/106	3.824417e-03	1.857336e-01	0	0	6.686275e+00	3.721814e+01	CAV1;RAB12;ADCY3;PPARG
GO_Biological_Process_2021	positive regulation of vasoconstriction (GO:0045907)	2/16	4.054818e-03	1.887180e-01	0	0	2.405085e+01	1.324685e+02	CAV1;ADRA1A
GO_Biological_Process_2021	regulation of transferase activity (GO:0051338)	2/17	4.577502e-03	2.045228e-01	0	0	2.244633e+01	1.209094e+02	SLAMF8;EMP2
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	3/58	5.112229e-03	2.122124e-01	0	0	9.242424e+00	4.876414e+01	RALA;BCL2L11;DDHD1
GO_Biological_Process_2021	regulation of fatty acid metabolic process (GO:0019217)	2/18	5.129574e-03	2.122124e-01	0	0	2.104237e+01	1.109508e+02	CAV1;PPARG
GO_Biological_Process_2021	positive regulation of mitochondrial fission (GO:0090141)	2/19	5.710670e-03	2.199593e-01	0	0	1.980359e+01	1.022938e+02	RALA;DDHD1
GO_Biological_Process_2021	positive regulation of monocyte chemotaxis (GO:0090026)	2/19	5.710670e-03	2.199593e-01	0	0	1.980359e+01	1.022938e+02	CXCL10;PLA2G7
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	2/20	6.320427e-03	2.353306e-01	0	0	1.870245e+01	9.470861e+01	XRCC6;SLAMF8
GO_Biological_Process_2021	regulation of phosphorylation (GO:0042325)	4/125	6.841027e-03	2.355342e-01	0	0	5.630949e+00	2.806925e+01	MCM7;SLAMF8;EMP2;OGT
GO_Biological_Process_2021	protein transport (GO:0015031)	7/369	6.901735e-03	2.355342e-01	0	0	3.339999e+00	1.661978e+01	GOLGA4;RAB34;RAB12;TOM1;PPARG;VAMP4;ARL5A
GO_Biological_Process_2021	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	2/21	6.958486e-03	2.355342e-01	0	0	1.771722e+01	8.801547e+01	GADD45A;CAV1
GO_Biological_Process_2021	positive regulation of cholesterol efflux (GO:0010875)	2/23	8.318090e-03	2.473506e-01	0	0	1.602825e+01	7.676445e+01	CAV1;PPARG
GO_Biological_Process_2021	positive regulation of p38MAPK cascade (GO:1900745)	2/24	9.038932e-03	2.473506e-01	0	0	1.529892e+01	7.200000e+01	GADD45B;GADD45A
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	5/212	9.099346e-03	2.473506e-01	0	0	4.132115e+00	1.941909e+01	SLAMF8;ADCY3;PPARG;TNFRSF1B;MEFV
GO_Biological_Process_2021	cell junction organization (GO:0034330)	3/72	9.300492e-03	2.473506e-01	0	0	7.361947e+00	3.443689e+01	PPFIBP1;SMAD3;LIMS2
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	2/25	9.786673e-03	2.473506e-01	0	0	1.463301e+01	6.770306e+01	RALA;DDHD1
GO_Biological_Process_2021	innate immune response (GO:0045087)	6/302	9.814741e-03	2.473506e-01	0	0	3.482219e+00	1.610133e+01	CXCL10;CLEC7A;CD300LB;TLR8;PPARG;MEFV
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	3/77	1.116385e-02	2.473506e-01	0	0	6.862786e+00	3.084873e+01	XRCC6;TLR8;NFKB2
GO_Biological_Process_2021	positive regulation of nitric oxide biosynthetic process (GO:0045429)	2/27	1.136148e-02	2.473506e-01	0	0	1.346102e+01	6.027206e+01	SMAD3;CLEC7A
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	2/28	1.218787e-02	2.473506e-01	0	0	1.294263e+01	5.704225e+01	MAG;GDI1
GO_Biological_Process_2021	regulation of calcineurin-NFAT signaling cascade (GO:0070884)	2/28	1.218787e-02	2.473506e-01	0	0	1.294263e+01	5.704225e+01	RCAN1;CLEC7A
GO_Biological_Process_2021	positive regulation of nitric oxide metabolic process (GO:1904407)	2/28	1.218787e-02	2.473506e-01	0	0	1.294263e+01	5.704225e+01	SMAD3;CLEC7A
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	3/83	1.366471e-02	2.473506e-01	0	0	6.346154e+00	2.724365e+01	CLEC7A;TLR8;MEFV
GO_Biological_Process_2021	regulation of vasoconstriction (GO:0019229)	2/30	1.391694e-02	2.473506e-01	0	0	1.201695e+01	5.136823e+01	CAV1;ADRA1A
