Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cellular response to type I interferon (GO:0071357)	6/65	2.148461e-07	8.840918e-05	0	0	2.766938e+01	4.248174e+02	BST2;STAT1;STAT2;ADAR;IFI35;IRF9
GO_Biological_Process_2021	type I interferon signaling pathway (GO:0060337)	6/65	2.148461e-07	8.840918e-05	0	0	2.766938e+01	4.248174e+02	BST2;STAT1;STAT2;ADAR;IFI35;IRF9
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	7/124	5.945575e-07	1.572040e-04	0	0	1.645632e+01	2.359087e+02	BST2;CD40;MLKL;STAT1;STAT2;G3BP1;EIF2AK2
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	13/621	8.847348e-07	1.572040e-04	0	0	6.256704e+00	8.720580e+01	HSPA8;CD40;IL1RN;STAT1;STAT2;ADAR;IFI35;PML;ICAM1;BST2;NFKBIA;HNRNPA2B1;IRF9
GO_Biological_Process_2021	defense response to virus (GO:0051607)	7/133	9.550671e-07	1.572040e-04	0	0	1.527392e+01	2.117192e+02	BST2;CD40;MLKL;STAT1;STAT2;G3BP1;EIF2AK2
GO_Biological_Process_2021	regulation of type I interferon production (GO:0032479)	5/89	2.708924e-05	3.351999e-03	0	0	1.595640e+01	1.678035e+02	DHX9;TREX1;DHX58;G3BP1;UBE2L6
GO_Biological_Process_2021	response to cytokine (GO:0034097)	6/150	2.851032e-05	3.351999e-03	0	0	1.128824e+01	1.181342e+02	BST2;CD40;STAT1;EIF2AK2;ADAR;PML
GO_Biological_Process_2021	response to interferon-alpha (GO:0035455)	3/18	4.637470e-05	4.770797e-03	0	0	5.238421e+01	5.227293e+02	BST2;EIF2AK2;ADAR
GO_Biological_Process_2021	RNA processing (GO:0006396)	6/179	7.646435e-05	6.992240e-03	0	0	9.382216e+00	8.893107e+01	IVNS1ABP;HNRNPK;FUS;HNRNPH1;HNRNPA2B1;ADAR
GO_Biological_Process_2021	interferon-gamma-mediated signaling pathway (GO:0060333)	4/68	1.515476e-04	1.160017e-02	0	0	1.654750e+01	1.455288e+02	STAT1;IRF9;PML;ICAM1
